Unnamed: 0,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,engine,selling_price,model_start_year
15310,Maruti,Vitara,5,75510,Diesel,Manual,24.3,1250,825000,2016
8896,Tata,Safari,11,120000,Diesel,Manual,11.57,2200,200000,1998
9791,Mahindra,Scorpio,5,55000,Diesel,Manual,15.4,2200,975000,2002
7668,Renault,KWID,4,24000,Petrol,Manual,23.01,1000,330000,2015
5182,Maruti,Alto,16,50000,Petrol,Manual,19.7,800,70000,2000
5209,Maruti,Swift Dzire,13,100000,Diesel,Manual,19.3,1250,225000,2008
7354,Toyota,Innova,4,71000,Diesel,Manual,13.68,2400,1575000,2005
8812,Hyundai,Grand,7,32000,Petrol,Manual,18.9,1200,393000,2013
10432,BMW,5,3,63000,Diesel,Automatic,22.48,2000,3700000,2007
8435,Toyota,Innova,4,40000,Diesel,Manual,13.68,2400,2000000,2005
7767,Maruti,Wagon R,8,70000,"Others (CNG,LPG)",Manual,26.6,1000,270000,1999
1142,Mahindra,XUV500,8,63000,Diesel,Manual,15.1,2200,580000,2011
7723,Hyundai,Verna,2,15000,Petrol,Manual,17.0,1600,1100000,2006
2932,Hyundai,Verna,2,30000,Diesel,Manual,24.0,1400,995000,2006
6322,Maruti,Swift,12,72546,Petrol,Manual,16.1,1300,295000,2005
10458,Mercedes-Benz,E-Class,6,60000,Diesel,Automatic,14.21,2100,2050000,1996
5937,Mercedes-Benz,C-Class,9,72000,Diesel,Automatic,14.84,2100,1400000,2001
9435,Toyota,Innova,5,50000,Diesel,Manual,13.68,2400,1375000,2005
4453,Maruti,Vitara,5,60000,Diesel,Manual,24.3,1250,615000,2016
5411,Hyundai,i20,11,60000,Petrol,Manual,17.0,1200,345000,2008
9443,Maruti,Ignis,3,30000,Petrol,Manual,20.89,1200,570000,2017
3375,Hyundai,i20,6,35000,Petrol,Manual,18.6,1200,550000,2008
154,Maruti,Swift Dzire,3,15000,Petrol,Manual,22.0,1200,650000,2008
4363,Hyundai,Creta,4,55321,Diesel,Manual,19.67,1600,1275000,2015
2026,Mahindra,KUV,5,42800,Diesel,Manual,25.32,1200,485000,2016
9995,Hyundai,Creta,5,58500,Diesel,Manual,19.67,1600,760000,2015
3336,Hyundai,Santro,13,66403,Petrol,Manual,17.92,1100,185000,1998
7674,Maruti,Alto,8,73000,Petrol,Manual,22.74,800,200000,2000
4504,Hyundai,Grand,2,11000,Petrol,Manual,18.9,1200,625000,2013
92,Maruti,Celerio,3,5000,Petrol,Automatic,23.1,1000,475000,2014
15318,Maruti,Swift,5,45000,Diesel,Manual,17.8,1250,250000,2005
13598,Maruti,Swift,9,110000,Diesel,Manual,22.9,1250,440000,2005
11046,Maruti,Baleno,2,9000,Petrol,Automatic,21.4,1200,650000,2015
110,Mahindra,Scorpio,4,30000,Diesel,Manual,15.4,2000,1125000,2002
5249,Mahindra,KUV100,3,35000,Diesel,Manual,25.32,1200,786000,2016
12542,Honda,City,4,70000,Petrol,Manual,17.4,1500,880000,1998
14172,Maruti,Alto,15,56000,Petrol,Manual,19.7,800,175000,2000
14453,Maruti,Swift Dzire,4,70000,Diesel,Manual,28.4,1250,650000,2008
12901,Mahindra,Scorpio,7,213000,Diesel,Manual,14.0,2500,450000,2002
12410,Audi,Q7,8,33000,Diesel,Automatic,12.07,3000,2900000,2006
6489,Tata,Safari,7,88598,Diesel,Manual,14.0,2200,560000,1998
4445,Hyundai,Santro,11,88290,Petrol,Manual,17.92,1100,262000,1998
11492,Renault,Duster,7,62000,Diesel,Manual,19.01,1500,475000,2012
1,Hyundai,Grand,5,20000,Petrol,Manual,18.9,1200,550000,2013
4446,Toyota,Innova,8,100000,Diesel,Manual,12.99,2500,980000,2005
8120,Mahindra,Scorpio,5,79200,Diesel,Automatic,15.4,2200,1150000,2002
9363,BMW,3,9,60000,Diesel,Automatic,16.07,2000,950000,2007
5093,Mahindra,Thar,4,20000,Diesel,Manual,16.55,2500,870000,2010
9876,Hyundai,Santro,12,63000,Petrol,Manual,17.92,1100,125000,1998
31,Honda,Amaze,5,39993,Petrol,Manual,18.6,1200,465000,2013
7648,Ford,Ecosport,4,47665,Diesel,Manual,22.77,1500,865000,2013
7338,Toyota,Innova,2,15000,Diesel,Manual,13.68,2400,1570000,2005
4900,Honda,City,7,35001,Petrol,Manual,17.4,1500,675000,1998
424,Renault,KWID,3,10103,Petrol,Manual,25.17,800,325000,2015
14937,Maruti,Vitara,3,51000,Diesel,Manual,24.3,1250,799000,2016
11725,Tata,Safari,8,110000,Diesel,Manual,14.0,2200,400000,1998
2250,Skoda,Rapid,4,28000,Petrol,Automatic,14.84,1600,825000,2011
13198,Honda,Jazz,11,56161,Petrol,Manual,16.0,1200,319000,2009
6892,Toyota,Innova,8,151000,Diesel,Manual,12.99,2500,750000,2005
13813,Hyundai,i20,10,50000,Petrol,Manual,18.5,1200,275000,2008
15393,Hyundai,i20,3,10000,Petrol,Manual,18.6,1200,750000,2008
14991,Maruti,Celerio,2,23400,Petrol,Manual,21.63,1000,515000,2014
2977,Maruti,Eeco,5,64850,"Others (CNG,LPG)",Manual,21.94,1200,320000,2010
1199,Hyundai,Creta,4,38425,Diesel,Manual,19.67,1600,960000,2015
14251,Hyundai,i20,9,74508,Diesel,Manual,22.54,1400,435000,2008
1887,Mercedes-Benz,C-Class,11,67900,Diesel,Automatic,14.94,2100,950000,2001
13504,Maruti,Alto,4,45000,"Others (CNG,LPG)",Manual,33.44,800,290000,2000
4766,Mahindra,XUV500,6,70000,Diesel,Manual,15.1,2200,800000,2011
6189,Ford,Aspire,4,34996,Petrol,Manual,19.4,1200,450000,2015
4410,Maruti,Swift Dzire,7,112000,Diesel,Manual,23.4,1250,550000,2008
14369,Honda,City,11,106000,Petrol,Automatic,16.8,1500,385000,1998
2267,Honda,City,6,67584,Petrol,Manual,17.4,1500,651000,1998
13296,Hyundai,Grand,4,20000,Petrol,Manual,18.9,1200,500000,2013
8970,Maruti,Vitara,5,64000,Diesel,Manual,24.3,1250,725000,2016
14565,Maruti,Celerio,4,54202,Petrol,Automatic,23.1,1000,435000,2014
15117,Toyota,Innova,6,56212,Diesel,Manual,12.99,2500,1200000,2005
10156,Mahindra,Scorpio,2,52484,Diesel,Manual,16.36,2200,1500000,2002
12012,Maruti,Ertiga,8,74840,Diesel,Manual,20.77,1250,630000,2012
3996,Maruti,Baleno,3,43875,Petrol,Automatic,21.4,1200,580000,2015
151,Mahindra,Bolero,13,220000,Diesel,Manual,13.6,2500,260000,2000
8761,Honda,City,10,40833,Petrol,Automatic,16.8,1500,375000,1998
8786,Toyota,Innova,7,15000,Diesel,Manual,12.99,2500,925000,2005
5776,Hyundai,i20,5,73251,Diesel,Manual,22.54,1400,595000,2008
6686,Hyundai,Grand,5,50000,Petrol,Manual,18.9,1200,400000,2013
2542,Skoda,Rapid,5,47000,Diesel,Automatic,21.66,1500,700000,2011
2227,Maruti,Wagon R,5,22000,"Others (CNG,LPG)",Manual,26.6,1000,415000,1999
14823,Volkswagen,Vento,8,100000,Diesel,Manual,20.34,1500,399000,2010
5359,Honda,Jazz,5,9999,Diesel,Manual,27.3,1500,800000,2009
7822,Mahindra,Bolero,5,50000,Diesel,Manual,16.5,1500,650000,2000
12295,Maruti,Swift,9,85508,Petrol,Manual,18.6,1200,425000,2005
8268,Datsun,GO,2,30000,Petrol,Automatic,19.59,1200,550000,2014
14286,Maruti,Swift,7,96000,Diesel,Manual,25.2,1250,480000,2005
12047,Hyundai,i10,12,81000,Petrol,Manual,19.81,1100,190000,2007
6111,Hyundai,i20,4,89000,Diesel,Manual,22.54,1400,690000,2008
4376,Maruti,Swift Dzire,4,77000,Diesel,Manual,19.3,1250,700000,2008
3271,Maruti,Swift,2,10000,Petrol,Manual,21.21,1200,600000,2005
1179,Hyundai,i20,2,20000,Petrol,Manual,17.19,1200,700000,2008
14352,Maruti,Baleno,5,70000,Diesel,Manual,27.39,1250,650000,2015
13183,Maruti,Vitara,3,9000,Diesel,Manual,24.3,1250,960000,2016
8058,Hyundai,i10,9,35800,Petrol,Manual,20.36,1200,265000,2007
472,Mahindra,XUV500,8,50000,Diesel,Manual,15.1,2200,621000,2011
8577,Maruti,Swift Dzire,12,51800,Petrol,Manual,17.5,1300,245000,2008
3888,Ford,Ecosport,7,77984,Diesel,Manual,22.7,1500,565000,2013
15341,Toyota,Innova,5,70000,Diesel,Manual,13.68,2400,1640000,2005
13912,Maruti,Celerio,3,15000,Petrol,Manual,23.1,1000,316000,2014
11120,Datsun,GO,3,60000,Petrol,Manual,19.83,1200,375000,2014
5130,Mercedes-Benz,GL-Class,8,120000,Diesel,Automatic,12.0,3000,3575000,2010
2340,Mercedes-Benz,C-Class,4,40000,Diesel,Automatic,19.71,2100,2850000,2001
11313,Ford,Ecosport,7,58000,Diesel,Manual,22.7,1500,450000,2013
10835,Hyundai,i20,3,23000,Petrol,Manual,18.6,1200,695000,2008
7828,Hyundai,i20,4,30000,Petrol,Manual,18.6,1200,635000,2008
8170,Maruti,Baleno,4,70000,Petrol,Manual,21.4,1200,625000,2015
6696,Skoda,Octavia,14,110000,Diesel,Manual,18.7,1900,295000,2001
3917,BMW,X3,7,66000,Diesel,Automatic,16.09,2000,2675000,2007
13399,Honda,City,2,9600,Petrol,Automatic,17.4,1500,1160000,1998
9341,Maruti,Alto,12,35000,Petrol,Manual,19.7,800,100000,2000
10881,Mahindra,XUV500,2,16000,Diesel,Automatic,15.1,2200,1500000,2011
989,Mahindra,Scorpio,13,120000,Diesel,Manual,10.5,2600,300000,2002
10652,Honda,Amaze,8,64000,Diesel,Manual,25.8,1500,325000,2013
14094,Mercedes-Benz,C-Class,8,60500,Diesel,Automatic,19.27,2100,1175000,2001
1149,Mahindra,XUV500,6,55000,Diesel,Manual,16.0,2200,925000,2011
4057,Maruti,Alto,8,40580,Petrol,Manual,22.74,800,224000,2000
9860,Ford,Figo,8,76091,Diesel,Manual,20.0,1400,245000,2010
12572,Volkswagen,Polo,6,23000,Diesel,Manual,20.14,1500,545000,2010
2075,Volkswagen,Vento,7,45260,Petrol,Automatic,18.19,1200,499000,2010
8210,Ford,Ecosport,5,35000,Diesel,Manual,22.77,1500,640000,2013
11748,Mahindra,XUV500,9,100000,Diesel,Manual,15.1,2200,775000,2011
14978,Mercedes-Benz,C-Class,9,60000,Petrol,Automatic,11.74,1800,1060000,2001
2212,Audi,A4,7,67700,Diesel,Automatic,16.55,2000,1550000,2008
15405,Hyundai,Grand,5,9229,Petrol,Manual,18.9,1200,545000,2013
2086,Toyota,Innova,7,79000,Diesel,Manual,12.99,2500,1140000,2005
4379,Ford,Ecosport,8,233000,Diesel,Manual,22.7,1500,460000,2013
10997,Honda,City,7,48000,Diesel,Manual,26.0,1500,525000,1998
3705,Honda,Amaze,6,148000,Diesel,Manual,25.8,1500,501000,2013
5817,Mahindra,Thar,2,12800,Diesel,Manual,16.55,2500,999000,2010
10836,Maruti,Celerio,3,41000,Petrol,Manual,21.63,1000,400000,2014
2939,Hyundai,Creta,4,61462,Diesel,Manual,21.38,1400,970000,2015
14518,Hyundai,Grand,7,23113,Petrol,Manual,18.9,1200,425000,2013
4608,Mercedes-Benz,S-Class,11,84000,Diesel,Automatic,13.5,3000,1899000,1994
3316,Skoda,Superb,6,35000,Petrol,Automatic,13.7,1800,1150000,2004
13092,Maruti,Baleno,4,34676,Petrol,Manual,21.4,1200,710000,2015
6296,Maruti,Swift Dzire,5,42037,Diesel,Manual,28.4,1250,560000,2008
8070,Tata,Tiago,5,48000,Petrol,Manual,23.84,1200,325000,2016
10052,Maruti,Swift Dzire,9,100000,Diesel,Manual,19.3,1250,300000,2008
1143,Toyota,Fortuner,8,65000,Diesel,Manual,13.0,3000,1300000,2009
12969,Hyundai,i20,9,43000,Diesel,Manual,22.54,1400,400000,2008
7024,Maruti,Ertiga,5,42000,Diesel,Manual,24.52,1250,699000,2012
1563,Honda,City,5,13000,Petrol,Automatic,18.0,1500,895000,1998
773,Maruti,Ertiga,4,41000,Petrol,Manual,16.02,1400,695000,2012
5432,Honda,City,5,81000,Petrol,Manual,17.4,1500,730000,1998
9937,BMW,X5,5,40000,Diesel,Automatic,15.97,3000,4200000,2007
11095,Hyundai,Verna,6,52000,Diesel,Manual,23.9,1600,695000,2006
4210,Renault,KWID,1,4000,Petrol,Manual,25.17,800,429000,2015
13433,Mercedes-Benz,GL-Class,3,10000,Diesel,Automatic,17.9,2100,4950000,2010
4149,Maruti,Ciaz,3,30000,Diesel,Manual,28.09,1250,1095000,2014
6408,Maruti,Ertiga,9,76000,Diesel,Manual,25.47,1250,625000,2012
5255,Toyota,Innova,5,122000,Diesel,Manual,12.99,2500,1150000,2005
3384,Renault,Duster,7,75000,Diesel,Manual,19.87,1500,585000,2012
1655,Renault,KWID,5,21445,Petrol,Manual,25.17,800,345000,2015
12085,Honda,Amaze,3,11297,Diesel,Manual,24.7,1500,720000,2013
33,Mahindra,XUV500,9,185000,Diesel,Manual,15.1,2200,600000,2011
2501,BMW,5,3,36000,Diesel,Automatic,22.48,2000,4200000,2007
179,Hyundai,i20,5,40000,Petrol,Manual,18.6,1200,550000,2008
7899,Toyota,Fortuner,11,140000,Diesel,Manual,11.5,3000,1200000,2009
4777,Honda,City,5,65000,Petrol,Manual,17.8,1500,700000,1998
2309,Toyota,Innova,8,121000,Diesel,Manual,12.8,2500,895000,2005
6008,Hyundai,i20,9,100000,Petrol,Manual,17.0,1200,360000,2008
1653,Maruti,Vitara,3,55000,Diesel,Manual,24.3,1250,874000,2016
5901,Hyundai,i10,10,67000,Petrol,Manual,20.36,1200,295000,2007
7768,Mahindra,Bolero,7,60000,Diesel,Manual,15.96,2500,575000,2000
4131,Hyundai,Grand,2,7000,Petrol,Manual,18.9,1200,565000,2013
8473,Mahindra,Scorpio,8,110000,Diesel,Automatic,11.79,2200,550000,2002
2747,Maruti,Ciaz,6,25000,Petrol,Manual,20.73,1400,700000,2014
4838,Maruti,Celerio,3,10000,Petrol,Automatic,21.63,1000,510000,2014
15153,Toyota,Innova,13,176905,Diesel,Manual,12.99,2500,510000,2005
380,Ford,Figo,9,74000,Diesel,Manual,20.0,1400,190000,2010
5497,Hyundai,i20,7,37000,Petrol,Manual,18.6,1200,495000,2008
1025,Skoda,Rapid,7,110000,Diesel,Manual,21.14,1500,550000,2011
8551,Maruti,Eeco,9,96500,"Others (CNG,LPG)",Manual,15.1,1200,170000,2010
7650,Maruti,Alto,13,100000,Petrol,Manual,19.7,800,150000,2000
197,Honda,City,8,70000,Petrol,Manual,16.8,1500,545000,1998
3462,Maruti,Swift,3,20000,Petrol,Manual,22.0,1200,587000,2005
1833,Honda,City,7,70000,Diesel,Manual,26.0,1500,540000,1998
5539,Ford,Figo,7,120000,Diesel,Manual,20.0,1400,270000,2010
7939,Renault,KWID,5,50000,Petrol,Manual,25.17,800,275000,2015
8797,Maruti,Alto,13,60000,Petrol,Manual,19.7,800,97000,2000
12629,Honda,Amaze,8,80000,Diesel,Manual,25.8,1500,420000,2013
1306,Tata,Safari,3,50000,Diesel,Manual,14.1,2200,850000,1998
3201,Honda,City,14,77034,Petrol,Manual,16.9,1500,230000,1998
35,Hyundai,i20,3,15000,Diesel,Manual,22.54,1400,850000,2008
8307,Mahindra,Bolero,2,40000,Diesel,Manual,16.5,1500,700000,2000
7912,Mahindra,Scorpio,7,30000,Diesel,Manual,15.4,2000,400000,2002
8922,Mahindra,XUV500,4,25000,Diesel,Manual,16.0,2200,1150000,2011
306,Maruti,Baleno,4,57000,Diesel,Manual,27.39,1250,590000,2015
5289,Maruti,Swift Dzire,3,70000,Diesel,Manual,28.4,1250,600000,2008
1499,Hyundai,i20,2,18000,Petrol,Manual,18.6,1200,650000,2008
3551,Mahindra,Marazzo,3,15001,Diesel,Manual,17.3,1500,1375000,2018
14311,Maruti,Celerio,3,39472,Petrol,Automatic,21.63,1000,464000,2014
1921,Maruti,Swift,3,20000,Diesel,Manual,28.4,1250,790000,2005
1903,Maruti,Vitara,2,29000,Diesel,Automatic,24.3,1250,1055000,2016
479,Mahindra,Thar,4,55000,Diesel,Manual,16.55,2500,850000,2010
5041,Hyundai,Verna,4,41000,Diesel,Manual,23.9,1600,835000,2006
2889,Ford,Figo,9,43500,Diesel,Manual,20.0,1400,310000,2010
9743,Honda,City,11,57000,Petrol,Automatic,15.6,1500,350000,1998
11042,Mahindra,Scorpio,7,70000,Diesel,Manual,12.05,2200,450000,2002
2040,Volkswagen,Vento,6,100000,Diesel,Manual,20.34,1500,590000,2010
125,Honda,CR-V,6,80000,Petrol,Automatic,13.7,2000,1290000,2003
14583,Maruti,Alto,6,39949,Petrol,Automatic,23.95,1000,375000,2000
8714,Hyundai,i20,2,23700,Petrol,Manual,18.6,1200,550000,2008
1860,Hyundai,i20,9,24600,Petrol,Manual,17.0,1200,330000,2008
5872,Maruti,Swift Dzire,5,60000,Diesel,Manual,26.59,1250,555000,2008
13481,BMW,7,13,68000,Petrol,Automatic,8.45,3000,750000,2002
5283,Maruti,Celerio,3,48000,Petrol,Automatic,23.1,1000,451000,2014
4442,Maruti,Swift Dzire,5,65000,Diesel,Manual,19.3,1250,480000,2008
7595,Maruti,Swift Dzire,3,65000,Diesel,Manual,28.4,1250,750000,2008
2942,Honda,Jazz,10,66000,Petrol,Manual,16.0,1200,325000,2009
10305,Maruti,Eeco,3,12572,"Others (CNG,LPG)",Manual,21.94,1200,343000,2010
8392,Hyundai,i20,9,63817,Diesel,Manual,21.27,1400,515000,2008
7772,Hyundai,Venue,2,30000,Diesel,Manual,23.7,1500,1050000,2019
3865,Mercedes-Benz,S-Class,9,50000,Diesel,Automatic,13.5,3000,3000000,1994
6356,BMW,5,5,40000,Diesel,Automatic,18.12,2000,3350000,2007
9598,Maruti,Swift Dzire,10,62000,Petrol,Manual,17.5,1300,250000,2008
3956,Toyota,Innova,5,139000,Diesel,Manual,12.99,2500,1150000,2005
5084,Honda,City,5,28000,Petrol,Automatic,18.0,1500,850000,1998
6175,Tata,Tiago,5,60000,Diesel,Manual,27.28,1050,400000,2016
12274,Hyundai,Santro,3,6500,"Others (CNG,LPG)",Manual,30.48,1100,525000,1998
14643,Toyota,Innova,11,120000,Diesel,Manual,12.8,2500,500000,2005
3696,Honda,City,7,45000,Diesel,Manual,26.0,1500,675000,1998
14481,Honda,City,11,90000,Petrol,Automatic,16.8,1500,328000,1998
539,Maruti,Swift Dzire,3,80000,Diesel,Automatic,28.4,1250,495000,2008
14871,Mahindra,XUV500,6,86000,Diesel,Manual,16.0,2200,1175000,2011
11466,Maruti,Wagon R,13,70000,Petrol,Manual,21.79,1000,124000,1999
11471,Renault,Duster,4,35000,Petrol,Manual,14.19,1500,585000,2012
5282,Maruti,Swift,8,45000,Diesel,Manual,22.9,1250,500000,2005
8066,BMW,X3,8,39000,Diesel,Automatic,16.09,2000,2375000,2007
2096,Mercedes-Benz,C-Class,2,7000,Diesel,Automatic,19.27,2100,3800000,2001
753,Honda,CR-V,4,34000,Petrol,Automatic,12.0,2350,1775000,2003
14017,Honda,City,10,39000,Petrol,Manual,17.0,1500,350000,1998
2016,Mahindra,XUV500,6,76000,Diesel,Manual,16.0,2000,776000,2011
2701,Tata,Safari,11,60893,Diesel,Manual,11.57,2200,350000,1998
9417,BMW,3,10,32000,Diesel,Automatic,16.07,2000,900000,2007
14630,Honda,City,12,61000,Petrol,Automatic,16.8,1500,310000,1998
3240,Volkswagen,Polo,10,70250,Diesel,Manual,22.07,1200,299000,2010
1594,Renault,KWID,5,95518,Petrol,Manual,23.01,1000,295000,2015
14942,Audi,A4,9,40000,Diesel,Automatic,17.11,2000,1265000,2008
8596,Maruti,Wagon R,6,27300,Petrol,Manual,20.52,1200,319000,1999
6395,Maruti,Alto,14,76366,Petrol,Manual,19.7,800,185000,2000
7263,Maruti,Ignis,3,20000,Petrol,Manual,20.89,1200,570000,2017
1837,Maruti,Alto,12,60000,Petrol,Manual,19.7,800,125000,2000
665,Hyundai,Elantra,8,56000,Diesel,Automatic,19.5,1600,590000,2004
8856,Maruti,Ignis,3,15000,Petrol,Manual,20.89,1200,550000,2017
14901,Maruti,Ertiga,5,48782,Diesel,Manual,20.77,1250,890000,2012
11857,Volkswagen,Polo,6,26678,Petrol,Automatic,17.21,1200,625000,2010
10135,Maruti,Swift,7,75328,Petrol,Manual,21.21,1200,365000,2005
10058,Maruti,Swift,8,79000,Diesel,Manual,22.9,1250,325000,2005
7041,Toyota,Innova,15,179000,Diesel,Manual,12.8,2500,590000,2005
8399,Mahindra,Scorpio,8,180000,Diesel,Manual,12.05,2200,450000,2002
705,Tata,Tiago,3,15000,Petrol,Manual,23.84,1200,450000,2016
9512,Renault,KWID,3,40746,Petrol,Manual,25.17,800,300000,2015
7413,Maruti,Alto,3,32000,Petrol,Manual,24.7,800,280000,2000
9829,Honda,City,2,16000,Petrol,Manual,17.4,1500,1090000,1998
7380,Maruti,Vitara,4,39000,Diesel,Manual,24.3,1250,880000,2016
14419,Ford,Figo,9,32000,Petrol,Manual,15.6,1200,315000,2010
11232,Hyundai,Verna,6,41000,Petrol,Manual,17.43,1400,570000,2006
14092,Maruti,Swift Dzire,4,75000,Diesel,Manual,28.4,1250,395000,2008
2956,Maruti,Swift,3,25000,Petrol,Manual,22.0,1200,550000,2005
12967,Ford,Figo,11,63500,Petrol,Manual,15.6,1200,240000,2010
3419,Hyundai,i20,8,55000,Petrol,Manual,18.5,1200,450000,2008
2646,Hyundai,i20,4,41280,Petrol,Manual,17.0,1200,585000,2008
13672,Maruti,Ciaz,2,20000,Petrol,Manual,21.56,1500,820000,2014
7044,Hyundai,i20,4,41394,Petrol,Manual,17.0,1200,640000,2008
2159,Maruti,Swift,7,41305,Petrol,Manual,22.0,1200,425000,2005
5617,Maruti,Celerio,5,55000,Petrol,Automatic,23.1,1000,480000,2014
44,Maruti,Wagon R,2,10000,Petrol,Manual,20.51,1000,445000,1999
1279,Jaguar,XF,6,52111,Diesel,Automatic,16.36,2200,2150000,2009
7802,Mahindra,XUV500,6,70765,Diesel,Manual,16.0,2200,1085000,2011
7575,Honda,Amaze,2,7917,Petrol,Manual,18.6,1200,680000,2013
3258,Hyundai,i20,5,59000,Petrol,Manual,18.6,1200,650000,2008
14309,Mahindra,XUV500,9,74000,Diesel,Manual,15.1,2200,825000,2011
14820,Jaguar,XF,9,110000,Diesel,Automatic,14.74,3000,2250000,2009
12545,Ford,Ecosport,6,61000,Petrol,Automatic,14.7,1500,725000,2013
13682,Audi,A4,8,52000,Petrol,Automatic,15.64,1800,1400000,2008
360,Maruti,Baleno,2,5000,Petrol,Automatic,21.4,1200,686000,2015
9681,Maruti,Ertiga,4,44000,Diesel,Manual,24.52,1250,725000,2012
12753,Volkswagen,Polo,2,23368,Diesel,Manual,20.14,1500,810000,2010
13994,Maruti,Swift Dzire,6,122000,Diesel,Manual,26.59,1250,700000,2008
8096,Ford,Ecosport,4,36000,Diesel,Manual,21.7,1500,850000,2013
15144,Tata,Nexon,3,43000,Diesel,Manual,21.5,1500,895000,2017
3054,Maruti,Ertiga,4,39000,Petrol,Manual,17.5,1400,775000,2012
14957,Ford,Ecosport,5,20000,Petrol,Manual,15.85,1500,620000,2013
14661,Honda,City,6,90000,Diesel,Manual,25.1,1500,650000,1998
14025,Maruti,Wagon R,3,13500,Petrol,Manual,20.51,1000,460000,1999
10281,Mercedes-Benz,GL-Class,8,70000,Diesel,Automatic,11.3,3000,3150000,2010
67,Honda,City,8,70000,Petrol,Manual,16.8,1500,545000,1998
14889,Honda,Jazz,6,19567,Petrol,Manual,18.7,1200,575000,2009
7550,Maruti,Vitara,4,70000,Diesel,Manual,24.3,1250,750000,2016
11242,Audi,A4,8,42000,Diesel,Automatic,17.11,2000,1260000,2008
5754,Maruti,Alto,3,33026,Petrol,Manual,24.7,800,328000,2000
10063,Maruti,Swift,8,53569,Diesel,Manual,22.9,1250,285000,2005
12492,Maruti,Swift,3,20000,Petrol,Automatic,22.0,1200,690000,2005
4486,Hyundai,Creta,4,71841,Diesel,Manual,21.38,1400,950000,2015
3727,Honda,Jazz,4,26000,Petrol,Manual,18.7,1200,700000,2009
4678,Hyundai,Creta,4,66000,Petrol,Automatic,13.0,1600,1199000,2015
10768,Volkswagen,Polo,6,44000,Petrol,Automatic,17.21,1200,525000,2010
13571,Hyundai,Grand,6,25000,Petrol,Manual,18.9,1200,475000,2013
12040,Maruti,Swift Dzire,4,58000,Petrol,Manual,20.85,1200,725000,2008
5613,Hyundai,i10,10,50038,Petrol,Manual,20.36,1200,300000,2007
3301,Skoda,Superb,6,34000,Petrol,Automatic,13.7,1800,1160000,2004
9900,Hyundai,Grand,7,29000,Petrol,Manual,18.9,1200,375000,2013
1629,Maruti,Wagon R,5,41224,"Others (CNG,LPG)",Manual,26.6,1000,395000,1999
10326,Ford,Ecosport,6,30000,Diesel,Manual,22.77,1500,565000,2013
7055,Maruti,Alto,6,22000,Petrol,Manual,22.74,800,249000,2000
8020,Maruti,Wagon R,12,55812,Petrol,Manual,18.9,1100,240000,1999
8417,Maruti,Ertiga,5,50000,Petrol,Manual,17.5,1400,700000,2012
10635,Maruti,Alto,7,41000,Petrol,Manual,22.74,800,225000,2000
9964,Honda,City,13,50000,Petrol,Manual,17.0,1500,275000,1998
7082,Hyundai,i20,3,40000,Diesel,Manual,21.19,1400,630000,2008
7826,Tata,Safari,8,50000,Diesel,Manual,11.57,2200,550000,1998
7152,BMW,X1,4,40000,Diesel,Automatic,19.62,2000,2499000,2010
8996,Honda,City,15,40000,Petrol,Manual,17.7,1500,300000,1998
4569,Ford,Figo,4,32700,Petrol,Manual,18.16,1200,600000,2010
3580,Mahindra,XUV500,7,85000,Diesel,Manual,15.1,2200,850000,2011
2868,Volkswagen,Vento,5,50000,Diesel,Automatic,22.15,1500,725000,2010
10318,Toyota,Fortuner,7,48000,Diesel,Automatic,12.55,3000,1590000,2009
6908,Maruti,Baleno,5,30000,Diesel,Manual,27.39,1250,585000,2015
7715,Volkswagen,Vento,8,50000,Diesel,Manual,20.54,1600,320000,2010
8545,Honda,Amaze,4,35000,Petrol,Manual,17.8,1200,525000,2013
6945,Hyundai,Verna,4,23211,Diesel,Manual,23.9,1600,825000,2006
9474,Hyundai,Elantra,8,67000,Petrol,Manual,16.3,1800,554000,2004
7605,Maruti,Alto,3,20000,Petrol,Manual,23.95,1000,350000,2000
6174,Hyundai,Verna,8,100000,Diesel,Manual,22.32,1600,487000,2006
9866,Skoda,Superb,7,32000,Petrol,Manual,13.1,1800,950000,2004
11662,Maruti,Swift,9,78000,Diesel,Manual,22.9,1250,475000,2005
8944,Honda,City,5,80000,Petrol,Manual,17.8,1500,785000,1998
945,Maruti,Vitara,3,39000,Diesel,Manual,24.3,1250,775000,2016
7816,Honda,City,8,47000,Petrol,Manual,16.8,1500,400000,1998
5825,Hyundai,Grand,6,48728,Diesel,Manual,24.0,1100,480000,2013
10821,Hyundai,i20,6,56000,Diesel,Manual,21.19,1400,585000,2008
3903,Mahindra,Bolero,11,350000,Diesel,Manual,13.6,2500,325000,2000
9232,Hyundai,i10,12,92000,Petrol,Manual,20.36,1200,160000,2007
5040,Honda,City,7,68000,Diesel,Manual,25.1,1500,645000,1998
2702,Honda,Amaze,4,50000,Petrol,Manual,17.8,1200,550000,2013
9843,Honda,City,5,50000,Petrol,Manual,17.8,1500,660000,1998
8938,Ford,Figo,7,88000,Diesel,Manual,20.0,1400,240000,2010
11847,Hyundai,i20,8,20000,Petrol,Manual,18.5,1200,400000,2008
7173,Volkswagen,Vento,6,43000,Petrol,Manual,15.04,1600,489000,2010
9978,Tata,Harrier,2,12000,Diesel,Manual,17.0,2000,1475000,2019
11316,Maruti,Swift,11,70000,Petrol,Manual,16.1,1200,225000,2005
